id,事務所id,名前,本名,別名,生年月日,没年月日,出身地,血液型,身長,方言,最終学歴,師匠,出身,active,activeend,配偶者,親族,弟子,公式サイト,YouTube,
1799,117,府中ふみえ,府中文江,,1982/3/23,,埼玉県川口市(旧鳩ヶ谷市),A,160,,埼玉県立鳩ヶ谷高等学校卒業,,松竹芸能タレントスクール東京校(24期),,,,,,https://www.shochikugeino.co.jp/talents/plankeikaku/,,
1800,44,ふぢわら,,,,,,,,,,,,2010/1/1,,,,,https://grapecom.jp/talent_writer/warafujinaruo/,,
1801,53,ぶっちゃあ ,山部 薫,,1954/11/25,,京都府福知山市,,,,,,,,,,,,,,
1802,101,ふとっちょ☆カウボーイ,竹田 淳（たけだ　じゅん）,,1974/1/4,,愛知県名古屋市,B型,,,名古屋大谷高等学校卒業,,,1990/1/1,,,,,,,
1803,108,舟岡昭浩,舟岡 昭博（読み同じ）,,1975/10/14,,滋賀県八日市市（現・東近江市）,A型,166cm,関西弁,,,,1995/1/1,2011/1/1,,,,,,
1804,108,舟生侑大,舟生 侑大（読み同じ）,フネ,1986/9/26,,高知県四万十市,A型,173cm,幡多弁,,,NSC東京校16期,2011/1/1,2019/3/13,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3559,,
1805,108,文田大介,,,1980/6/20,,神奈川県茅ヶ崎市,O型,185cm,,東海大学理学部,,NSC東京校9期,2004/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2784,,
1806,16,ふみつけ大将軍小仲,小仲 巧也 （こなか たくや）,,1984/12/22,,大分県,O型,169cm,,大分県立中津工業高等学校卒業,,目黒笑売塾6期,2007/1/1,,,,,,,
1807,999,ブラザー・コーン,近藤 信秋,,1955/11/5,,東京都杉並区高円寺,O型,,,,,,,,,,,,,
1808,999,Bro.TOM,,小柳 トム（こやなぎ トム）（旧芸名） TOM3,1956/2/23,,アメリカ合衆国 ハワイ州マウイ島,,188 cm,,駒澤短期大学仏教科二部,,,,,,,,http://brotom.net,,
1809,85,ぶらっくさむらい,武内 剛（たけうち ごう）,,1980/11/16,,愛知県名古屋市中村区,O型,,,,,,2012/1/1,,,,,,,
1810,147,フランキー為谷,,ためちゃん,1971/5/31,,栃木県足利市,A型,180cm,,,,,,,,,,,,
1811,999,プリティ長嶋,,,1954/10/2,,,,,,,,,,,,,,http://pretty333.at.webry.info/,,
1812,53,プリマ・リエ,稲倉 理恵(旧姓),,1980/9/21,,京都府,AB型,,,,,劇団四季,,,あり,姉2人、妹1人,,https://www.sunmusicgp.co.jp/talent/purima_rie/,,
1813,999,古川ロッパ,古川 郁郎（ふるかわ いくろう）,古川 緑波（ふるかわ ろっぱ）,1903/8/13,1961/1/16,,,,,,,,,,,,,,,
1814,147,古川ちえみ,,,,,神奈川県,O型,,,,,,,,,,,http://ip.tosp.co.jp/i.asp?i=esekango,,
1815,16,古澤光弘,,,,,,,,,,,,2013/1/1,,,,,,,
1816,107,古澤麻由子,,,,,,,,,,,ワタナベコメディスクール10期,2009/1/1,2016/1/1,,,,https://tap1.jp/busy/,,
1817,104,ブルゾンちえみ,同じ,ちえみ、ブルちえブルゾンちえみ（旧芸名）,1990/8/3,,岡山県岡山市,O型訂正　ぺえのYouTubeで自身で発言,155 cm,,,,ワタナベエンターテイメントカレッジ（2015年9月卒業）,2015/1/1,,,,,https://note.com/shiorif83,,
1818,104,古谷まみれ,,,,,,,,,,,スクールJCA21期（成岡） ワタナベコメディスクール24期,2017/4/1,,,,,,,
1819,146,プルプッシュ白田,白田 雄歩,しらゆー、白田氏、ゆうぽこ,1986/1/29,,宮城県仙台市,B型,,,大卒,,東京NSC14期,2009/1/1,,,,,,,
1820,44,古家祥吾,,どんちゃん（ピン活動時）,1987/10/7,,埼玉県坂戸市,AB型,171cm,,埼玉県立坂戸西高等学校卒業,,NSC東京校12期,2007/1/1,,,,,,,
1821,96,ふるやいなや,,,,,,,,,,,ヒューマンアカデミー（大将） ワタナベコメディスクール11期（ふるや）,2012/10/1,,,,,https://www.maseki.co.jp/talent/supernyunyu,,
1822,108,フレンドリー田崎,,,,,,,,,,,NSC東京校14期,2009/1/1,,,,,,,
1823,999,フワちゃん,,,,,,,161?cm (5?ft 3?in),,,,,,,,,,,https://www.youtube.com/channel/UC1B51m7HSWGpm_qDDgoIeqA,
1824,117,ベアーズ島田キャンプ,,,,,,,,,,,,2003/4/1,2013/9/20,,,,,,
1825,45,HEY!たくちゃん,藤谷 拓廊（ふじや たくろう）,,1981/7/2,,北海道小樽市,O型,173 cm,共通語,聖学院大学,,ワタナベコメディスクール1期,,,,,,http://www.kdashstage.jp/profile/archives/9,,
1826,104,ベイビー谷本,,,1981/8/29,,広島県,,,,,,NSC大阪校26期,2003/1/1,2010/1/1,,,,,,
1827,999,Β ,,,1983/3/11,,東京都,,168cm,,,,,,,,,,http://wahahahompo.co.jp/member_profile/beta.html,,
1828,999,別所清一,,,1963/9/28,,,A型,,,,,,,,,,,,,
1829,72,別府ともひこ,,別府ちゃん,1990/7/9,,,,169cm,,中学,,ワタナベコメディスクール12期,2014/1/1,,,,,https://naturaleight.co.jp/eb/,,
1830,999,ぺぺ桜井,,,1935/10/10,,東京都新宿区,,,,,2代目古今亭圓菊,,,,,,,,,
1831,117,ベルサイユ ,森田 えり（もりた えり）,,1986/7/11,,奈良県吉野郡天川村,B型,151㎝,,近畿大学経営学部商学科,,NSC女性タレントコース2期,2011/1/1,,,,,https://www.shochikugeino.co.jp/talents/versailles/,,
1832,146,ペレ草田,草田 幸児（くさだ こうじ）,,1979/9/12,,大阪府大阪市,A型,175cm,大阪弁,,,NSC東京校6期,2000/1/1,,,,,,,
1833,108,ベン山形,,,1975/6/3,,山形県,A型,,,文化服装学院,村上ショージ,NSC東京校16期,2011/1/1,,未婚,,,https://profile.yoshimoto.co.jp/talent/detail?id=7847,,
1834,85,ほいけんた,塩田 謙一,,1965/7/7,,東京都,O型,182cm,明石家さんま風の関西弁・共通語,東京都立日野高等学校,,,1982/1/1,,既婚,,,http://www7b.biglobe.ne.jp/~hoikenta/,,
1835,108,ほいっとに,小杉孝（こすぎ　こう）,,1972/6/17,,兵庫県川西市,A,177.1cm,標準語,神奈川県立生田東高等学校中退,友野英俊,,1992/1/1,1998/1/1,無,,,,,
1836,85,ホイップ坊や,高橋 俊介,,1986/9/4,,神奈川県,AB型,160cm,,高校中退,,ワタナベコメディスクール7期,,,なし,,,http://heetproject.com/profile/whip/,,
1837,108,房野史典,,,,,,,,,,,NSC名古屋校9期（吉村） NSC名古屋校11期（房野）,2000/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=509,,
1838,999,坊屋三郎,石川博 柴田俊英,,1910/3/28,2002/5/25,,,,,,,,,,,,,,,
1839,999,ホーキング青山,青山 世多加（あおやま せだか）,,1973/12/7,,東京都大田区,O型,,標準語,,,コンテスト『すっとこどっこい』,1994/6/1,,,,,http://www.hawkingaoyama.com,,
1840,139,ホーザン ,宝山直史,,1983/12/17,,兵庫県たつの市,A型,162 cm,関西弁,,,,,,,,,,,
1841,999,ポール牧,榛澤 一道,熈林一道,1941/8/2,2005/4/22,北海道天塩郡天塩町,AB型,,,北海道天塩高等学校,牧野周一・はかま満緒,,1962/1/1,2005/1/1,,,,,,
1842,108,歩子,羽生 幸次郎（はぶ こうじろう）,ハブ、ハブサービス（旧芸名）,1976/8/19,,東京都練馬区,A型,170cm,,専修大学北海道短期大学,,札幌吉本オーディション,1996/1/1,,い～ちゃん（B.M.H）,羽生善治（従兄）,,https://profile.yoshimoto.co.jp/talent/detail?id=228,,
1843,104,POCOX御膳,髙鋒美希（たかほこ みき）,ポコ/御膳さん,1986/12/25,,長崎県諫早市,AB型,156cm,,県立長崎シーボルト大学（現長崎県立大学）情報メディア学科卒業,,,2009/4/1,2010/6/1,一般男性,,,,,
1844,999,星セント,村山（むらやま） 袈娑夫（けさお）,,1948/1/16,2004/7/22,長野県長野市,,,,長野中央高等学校,獅子てんや・瀬戸わんや,,1969/1/1,2004/1/1,,,ヒロミ ホンキートンク,,,
1845,45,星飛雄馬 ,,,,,,,,,,,,2002/1/1,2010/1/1,,,,http://www.kdashstage.jp/profile/stage/monkey/index.php,,
1846,117,星美穂,,星ちゃん(コンビの時の芸名) 星ぶどう(ピンの時の旧芸名),1988/3/29,,福島県,,,,,,松竹芸能タレントスクール東京校(24期),2015/1/1,,,,,https://www.shochikugeino.co.jp/talents/tabegoropeach2/,,
1847,999,星ルイス,藤江（ふじえ） 充夫（みつお）,,1948/11/17,2005/3/10,東京都,,,,,晴乃ピーチク・パーチク 獅子てんや・瀬戸わんや,,1960/1/1,2005/1/1,,,,,,
1848,108,星田英利,,ほっしゃん。（旧芸名）,1971/8/6,,大阪府泉南郡阪南町（現・阪南市）,A型,161.9cm,大阪弁,上宮高等学校,,NSC大阪校9期,1990/1/1,,既婚（離婚歴あり）,,,,,
1849,85,ポジティブLななちゃん,,,1980/5/2,,大阪府,O型,162cm,,,,,,,,,,https://ameblo.jp/nanamiaoyama/,,
1850,999,星乃泉水,奥田泉,ほっしー,,, 大阪府,A型,,大阪弁,,,,,,,,,https://ameblo.jp/officeattohome/,,
1851,96,星野卓也,星野 卓也,,1977/3/4,,東京都,B型,,共通語,中央大学,,東京,2000/1/1,2010/1/1,既婚,,,https://www.maseki.co.jp/talent/hoshinotakuya,,
1852,96,ほしのディスコ,星野 一成,,1989/10/23,,群馬県沼田市,O型,166cm,,群馬県立沼田高等学校,,マセキタレントゼミナール NSC東京校15期（ほしの）,2015/1/1,,,,,https://www.maseki.co.jp/talent/parpar,https://www.youtube.com/channel/UCBMqF7mC8QbPcvTDHALDShA,
1853,128,ホシノユキ,星野 由騎（ほしの ゆき）,,1989/9/3,,長野県,O型,156cm,,,,専門学校東京アナウンス学院芸能バラエティ科,,,,,,https://www.ohtapro.co.jp/talent/hoshinoyuki.html,,
1854,108,細野哲平,,,1986/6/20,,埼玉県,O型,181cm,共通語,,,,2005/1/1,,未婚,,,,https://www.youtube.com/channel/https://www.youtube.com/channel/UCHVUp0GIYjDBvF49cwgOkyw,
1855,88,細谷光栄,,,,,,,,,,,スクールJCA16期,2008/1/1,2012/8/3,,,,https://web.archive.org/web/20100527000401/http://www.pjinriki.com/pc/talent/damejin/,,
1856,999,ポップスリー,,,,,,,,,,,,,,,,,,https://www.youtube.com/channel/UCY5IW29FIle0WK3_BD3VtsA,
1857,117,Poppo,,,,,,,,,,,放送芸術学院専門学校(のぞみ) 松竹芸能タレントスクール,,,,,,https://www.shochikugeino.co.jp/talents/dokidokijunjogirls/,,
1858,108,蛍原徹,蛍原 徹,ホトちゃん,1968/1/8,,大阪府門真市,A型,166cm,大阪弁,大阪府立門真高等学校(現:大阪府立門真なみはや高等学校),,NSC大阪校7期,1989/1/1,,既婚(一般人女性),,,https://profile.yoshimoto.co.jp/talent/detail?id=3,,
1859,146,ポニー福元,,,1989/8/26,,愛知県豊田市,O型,168cm,,早稲田大学社会科学部,,NSC東京校17期,2011/4/1,,,,,,,
1860,95,ホリ,堀 裕人 （ほり ひろひと）,,1977/2/11,,千葉県白井市（旧・印旛郡白井町）,B型,173cm,共通語,日本大学法学部新聞学科卒業,,事務所のオーディション,1999/1/1,,既婚,,,http://com.horipro.co.jp/talent/hori/,,
1861,108,堀幸代,,,,,,,,,,,NSC東京校13期,2008/1/1,2011/8/29,,,,,,
1862,117,ほりゆうこ,,,,,,,,,,,,2011/1/1,,,,,https://www.shochikugeino.co.jp/talents/tanukigohan,,
1863,104,堀内健,堀内 健,ホリケン、健ちゃん,1969/11/28,,神奈川県横須賀市,B型,169cm,共通語,東京観光専門学校トラベル科,,現事務所のオーディション,1989/1/1,,既婚（2009年）,,,https://www.watanabepro.co.jp/mypage/30000003/,,
1864,108,堀内貴司,,,,,,,,,,,NSC東京校4期,1998/1/1,2017/3/1,,,,,https://www.youtube.com/user/commanicenti,
1865,108,堀川絵美,,,1983/11/5,,大阪府豊中市,,,関西弁など,梅花女子大学短期大学部卒業,,NSC大阪校33期,2010/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6652,,
1866,138,堀口文宏,,,1974/9/25,,埼玉県坂戸市,O型,169cm,,越生高等学校（現・武蔵越生高等学校）卒業,,欽ちゃん劇団1期生（1991年）,1991/1/1,,後藤藍（2012年）,,,,,
1867,147,ポリスじろう,,,,,,,,,,,,1999/1/1,,,,,https://www.neetproject.com/profile/twinkle/,,
1868,84,堀田訓幸,堀田 訓幸（ほりた くにゆき）,,1970/8/24,,福岡県,O型,174cm,共通語,大東文化大学卒業,立川談志,,1997/1/1,,堀田真理子,,,http://horocco.seesaa.net/,,
1869,999,堀部圭亮,,火野 玉男 竜泉,1966/3/25,,,O型,178cm,,,,,,,,,,http://www.dongyu.co.jp/profile/KeisukeHoribe/,,
1870,108,堀部雅人,堀部 雅人,,1979/10/24,,岐阜県岐阜市,B型,180cm,共通語,,,,,,,,,,,
1871,108,ホルスタイン・モリ夫,坂上 華奈,,1973/3/31,,北海道苫小牧市,O型,,,,,銀座7丁目劇場,1995/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=309,,
1872,108,ほんこん,蔵野 孝洋（くらの たかひろ）,ホンコンさん,1963/6/16,,大阪府大阪市平野区,B型,172cm,大阪弁,大阪市立東淀工業高等学校,,NSC大阪校4期,1985/1/1,,既婚,,,,,
1873,108,ボンざわーるど,溝黒 和昭（みぞくろ かずあき）,,1979/6/14,,大阪府大阪市阿倍野区,O型,163cm,,大阪府立阿倍野高等学校,,NSC大阪校21期,1998/1/1,,,,,,,
1874,128,本日は晴天なり ,栗田 育美（くりた いくみ）,晴天,1983/1/11,,静岡県清水市（現・静岡市清水区）,A型,173cm,,,,,2005/1/1,,,,,https://www.ohtapro.co.jp/talent/honjituwaseitennari.html,,
1875,44,本多スイミングスクール,本多 将人,,1989/5/10,,愛媛県松山市,,169cm,,京都産業大学経営学部経営学科,,NSC大阪校34期,,,,,,https://grapecom.jp/talent_writer/hondaswimmingschool/,,
1876,108,本田みずほ,本田 美津保（旧姓）,Em Zed Eych,1973/4/22,,神奈川県相模原市,AB型,167 cm,共通語,神奈川県立上溝高等学校卒業,間寛平,,1989/1/1,,有り,,,http://hondamizuho.com/,,
1877,101,本田らいだ?△,,,1979/3/7,,新潟県,,172cm,,,,ワタナベコメディスクール1期,2005/1/1,,,,,https://www.watanabepro.co.jp/mypage/40000147/,,
1878,999,ぼんちおさむ,長瀬 修一,,1952/12/16,,大阪府大阪市,O型,,,,曾我廼家明蝶 浮世亭歌楽,,,,既婚,,,,,
1879,108,本坊元児,本坊 元児,,1978/8/7,,愛媛県松山市,O型,183cm,大阪弁,,,NSC大阪校20期,2001/1/1,,,,,https://web.archive.org/web/20130709204057/http://honbou.laff.jp/,,
1880,125,まぁこ,吉田 雅子（よしだ まさこ）,,1984/2/3,,愛媛県四国中央市,AB型,162cm,標準語,,,東京アナウンス学院,,,既婚,,,http://asaikikaku.co.jp/talent/profile/maako,,
1881,104,マービンJr.,佐野 マービンリージュニア,じゅんちゃん,1987/4/10,,東京都荒川区,O型,175 cm,共通語,埼玉栄高等学校,,日本東京都荒川区,2011/1/1,,松丸ホルモン,,,https://www.watanabepro.co.jp/mypage/40000063/,,
1882,85,マーフィー ,栗本 卓弥,,1981/2/24,,神奈川県,AB型,,,,,WCS13期生,,,,,,http://blog.livedoor.jp/kurihon_tensai/index.html,,
1883,104,まいあんつ,古川 舞,うぬ,1989/4/3,,東京都日野市,A型,147cm,共通語,,,ワタナベコメディスクール21期,2015/10/1,,,,,,,
1884,999,まいける ,立花 秀樹（たちばな ひでき）,,1972/5/12,,大阪府阪南市,AB型,172cm,共通語,,,,1990/1/1,2006/1/1,,,,,,
1885,999,まいける井上,井上おさむ,,1959/2/16,,愛知県名古屋市,,,,,,,,,,,,,,
1886,85,マイコーりょう,,,,,,A型,170cm,,,,,2006/8/1,,,,,https://ameblo.jp/mycoolgood/,,
1887,23,まいちゃん,塚田舞(つかだ まい),まいちゃん,1982/12/11,,神奈川県相模原市,B型,158cm,,横浜女子短期大学卒業,,ヒューマンアカデミーお笑い芸人養成講座4期生出身。,2007/1/1,2011/1/1,,,,http://www.ammypark.co.jp/,,
1888,999,前田旺志郎,前田 旺志郎,,2000/12/7,,,O型,,,,,,,,,,,https://www.shochikuenta.co.jp/actor/maeda_o,,
1889,45,前田健,,まえけん、けんちゃん、けんちむ,1971/6/14,2016/4/26,東京都杉並区,O型,174cm,標準語,東京都立農芸高等学校卒業,,,,,なし,,,,,
1890,108,真栄田賢,,,1976/3/1,,沖縄県那覇市,B型,184cm,,琉球大学教育学部,,NSC東京校8期（内間）,2005/2/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=476,,
1891,999,前田航基,前田 航基,,1998/12/13,,,O型,,,,,,,,,,,https://www.shochikuenta.co.jp/actor/maeda_k,,
1892,999,前田五郎,前田 邦弘 （まえだ くにひろ）,,1942/4/8,,大阪府大阪市,,,大阪弁,大阪商業大学中退,浅草四郎,,1963/1/1,2009/1/1,,前田真希（長女）、前田まみ（次女）,前田一球・写楽（写楽のみ現役）、前田竹千代、前田犬千代（廃業）,,,
1893,108,前田政二,前田 浩章,,1965/2/23,,大阪府交野市,,,,,,NSC大阪校1期,1982/1/1,,,,,,,
1894,146,前田竹千代,,,,,,,,,,,,1963/1/1,2015/1/1,,,,,,
1895,108,前田登,,,1970/6/4,,大阪府大阪市東住吉区,O型,173cm,,大阪府立平野高等学校卒業,,,1988/1/1,,あり,,,http://www7a.biglobe.ne.jp/~mukocharat/,,
1896,60,前田ばっこー,,,1972/5/29,,兵庫県,A型,170cm,,,,,2003/6/1,2009/11/1,,,,http://shunkanmetal.jp/,,
1897,108,前田真希,吉田 真希,,1979/7/28,,,B型,162 cm,,,,,,,吉田裕（2018年）,,,https://profile.yoshimoto.co.jp/talent/detail?id=796,,
1898,108,前田まみ,前田 真実 （まえだ まみ）,,1982/2/4,,,B型,149 cm,,,,,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3363,,
1899,44,前田裕太,,,1992/8/25,,神奈川県相模原市,B型,175cm,,明治大学法科大学院中退,,,2015/1/1,,,,,,https://www.youtube.com/channel/UC7M5B6wHkVRtODeNK2Q7BmQ,
1900,94,前田友理香,前田友理香（まえだゆりか）,,1984/4/7,,埼玉県北本市,O,158cm,標準語,跡見学園女子短期大学 英文科,,,2004/1/1,,,,,,,
1901,108,前野悠介,,,,,,,,,,,NSC大阪校25期,2004/1/1,,,,,,,
1902,999,牧伸二,大井守常,マキシン,1934/9/26,2013/4/29,東京都目黒区,,,,東京中学校,牧野周一,,1957/1/1,2013/1/1,,,泉ピン子,http://www.jap.co.jp/makishin/,,
1903,999,マギー,児島 雄一,,1972/5/12,,,AB型,160 cm,,,,,,,あり,,,http://www.magyhitorisaru.com/,,
1904,96,マギー審司,三浦 審（みうら しん）,,1973/11/11,,宮城県気仙沼市,B型(RH),174cm,共通語,宮城県気仙沼高等学校,マギー司郎,,1994/1/1,,吉田有希,,,https://www.maseki.co.jp/talent/maggyshinji,,
1905,999,マギー司郎,野澤 司郎,,1946/3/17,,茨城県真壁郡下館町（現・筑西市）,A型,,茨城弁,,マギー信沢,,1966/1/1,,なし（離婚歴あり）,,,,,
1906,53,槙尾ユウスケ,槙尾 祐介（読み同じ）,,1980/12/5,,広島県安芸郡坂町,B型,165cm,共通語,早稲田大学第一文学部卒業,,ギャグ大学偏差値2000（WAGEとして）,2001/1/1,,既婚,,,,,
1907,104,マキタスポーツ,槙田 雄司,マキタ,1970/1/25,,山梨県山梨市,A型,168 cm,共通語,国士舘大学卒業,,,1998/1/1,,あり,,,https://www.watanabepro.co.jp/mypage/10000083/,,
1908,125,牧野ステテコ,牧野 朋子（まきの ともこ）,,1979/10/14,,富山県黒部市,O型,162 cm,,茨城大学人文学部卒業,,ワタナベコメディスクール1期,2005/1/1,,,,,http://asaikikaku.co.jp/talent/profile/makinosuteteko,,
1909,999,マグナム小林,小林（こばやし） 誠（まこと）,,1971/8/6,,千葉県千葉市,,,,,7代目立川談志 3代目三遊亭遊三,,,,,,,,,
1910,146,マグナムどかぁ～ん,,,,,,,,,,,東京NSC9期,,,,,,,,
1911,85,マザー・テラサワ,寺澤 学（てらさわ まなぶ）,,1982/6/23,,北海道北見市,AB型,169cm,,早稲田大学大学院政治学研究科修士課程除籍,,スクールJCA19期,2011/7/22,,,,,http://blog.livedoor.jp/gak0623/,,
1912,108,マサルコ,,,,,,,,,,,スクールJCA22期（ヤマト） NSC東京校21期,2016/4/1,2017/1/6,,,,,,
1913,85,まじかる☆あやか,近藤 彩香（こんどうあやか）,,1987/5/20,,神奈川県,O型,158cm,,青山学院女子短期大学,,東京アナウンスアカデミー 俳協ボイスアクターズスタジオ,2010/1/5,,,,,http://www.mikipro.co.jp/talent/magical.html,,
1914,64,益子卓郎,,,1978/6/16,,栃木県大田原市,A型,170cm,,桜美林大学経営政策学部ビジネスマネジメント学科,,,2000/1/1,,既婚,,,http://www.dudes.jp/talent/ujikoji/,https://www.youtube.com/channel/UCtw4BTDOwGkm0S0dlUglIBA,
1915,999,増井歩,増井 歩,,1975/5/30,,岐阜県,B型,173cm,共通語,日本大学芸術学部演劇学科,,,2002/1/1,,沼尻沙弥香,,,https://ameblo.jp/peyon0530/,,
1916,108,益田康平,,,,,,,,,,,NSC東京校14期,2008/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=4187,,
1917,117,増田英彦,増田 英彦,,1970/2/9,,大阪府守口市,O型,160cm,大阪弁,関西外国語大学英米語学科,,松竹芸能タレント養成所,1993/1/1,,既婚,,,https://ameblo.jp/msokm/,,
1918,95,益田郁弥,,,,,,,,,,,,2010/1/1,2018/1/1,,,,http://com.horipro.co.jp/talent/メッツ/index.html/,,
1919,108,増田倫子,,,,,,,,,,,NSC大阪校女性タレントコース1期,2007/1/1,2009/12/1,,,,https://web.archive.org/web/20080416015511/http://sakura.laff.jp/,,
1920,117,増野美由紀,,,1984/9/27,,埼玉県,A,162,,,,松竹芸能タレントスクール東京校（24期）,,,,,,https://www.shochikugeino.co.jp/talents/masunomiyuki/,,
1921,108,ますみ,,,,,,,,,,,NSC大阪校38期,2016/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6698,https://www.youtube.com/channel/UCS9TpP7vSsk3ka0muNgl05w,
1922,44,桝本コージ,桝本 浩二（ますもと こうじ）,ノビター,1978/5/23,,大阪府,O型,165cm,関西弁,,,,,,,,,,,
1923,999,増本庄一郎,,,1969/7/10,,,,,,,,,,,,,,https://www.ldh.co.jp/management/masumoto/,,
1924,108,又吉直樹,又吉 直樹,まったん、またきち、マッピー、大先生,1980/6/2,,大阪府寝屋川市,B型,164cm,大阪弁,,,NSC東京校5期,2000/1/1,,未婚,,,https://web.archive.org/web/20080208145412/http://matayoshi.laff.jp/,https://www.youtube.com/channel/UCXPu1w_qdV3BJgs3dej5bjQ,
1925,65,街裏ぴんく,島谷 洋平（しまたに ようへい）,,1985/2/6,,,B型,178cm（体重：110kg、スリーサイズ：B129cm・W129cm・H112cm）,,,,日本 大阪府堺市,,,既婚,,,http://www.twinkleco.co.jp/talent/machiurapink.html,https://www.youtube.com/channel/UCIJ4eTA2R5kp6XIEQ61gOJA,
1926,94,まちだあきこ,町田 章子（読み同じ）,,1978/3/21,,東京都,A型,158cm,,,,スクールJCA8期 NSC東京校10期,1999/1/1,2011/4/30,,,,http://horipro.co.jp/talent/PC054/,,
1927,104,町田康介,,,,,,,,,,,ワタナベコメディスクール5期,2007/1/1,2021/1/1,,,,https://www.watanabepro.co.jp/mypage/4000020/,,
1928,104,町田隼人,,,1985/2/6,,福岡県朝倉郡筑前町（旧朝倉郡三輪町）依井[出典無効],O型,,朝倉弁,西南学院大学商学部,,,,,既婚,,,,,
1929,108,まちゃまちゃ,菅崎 雅美（かんざき まさみ）,,1976/5/7,,千葉県君津市,B型,158cm,共通語、房州弁,,,銀座7丁目劇場,1996/1/1,,,,,,,
1930,160,まちゅ,川本真帆,,,,大阪府堺市,A型,,関西弁,大阪府立伯太高等学校,,ワタナベコメディスクール18期,2014/1/1,,,,,,,
1931,89,松井たかし,松井 宗（まつい たかし）,,1978/1/4,,山口県,A型,,じゃけー,,高橋,,1997/1/1,,,,,http://www.phaun.com/talent_info/%E6%9D%BE%E4%BA%95%E3%81%9F%E3%81%8B%E3%81%97/,,
1932,117,松井成行,,,,,,,,,,,松竹芸能養成所,1988/9/1,,,,,https://www.shochikugeino.co.jp/talents/cinderellaexpress/,,
1933,108,松浦景子,,,1994/4/20,,兵庫県伊丹市,B型,152cm,,,,,,,,,,,https://www.youtube.com/channel/UCiCfqrFi9el2btjY68xeIEw,
1934,108,松浦志穂,,,,,,,,,,,NSC東京校14期,2009/1/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3176,https://www.youtube.com/channel/UC_hiaGbzcHM6EMl6MC0cw3Q,
1935,999,松浦真也,松浦真也,,1976/7/18,,,O型,181 cm,,,,,,,既婚,,,,,
1936,60,松尾アトム前派出所,松尾 寿司（まつお としじ）,,1978/5/1,,長野県松川町,A型,,,,ユンボ安藤,,,,一般女性 (2010年2014年)  中野聡子 (日本エレキテル連合) (2020年),,,http://www.titannet.co.jp/talent/matsuoatom/,,
1937,108,松尾駿,松尾 駿,松尾アンダーグラウンド（旧芸名）,1982/8/18,,神奈川県足柄下郡箱根町,O型,169cm,標準語,千代田工科芸術専門学校,,NSC東京校11期,2006/1/1,,あり,,,,,
1938,999,松尾貴史,岸 邦浩 （きし くにひろ）,キッチュ,1960/5/11,,,,176cm,,,,,,,あり,,,,,
1939,107,松尾伴内,松尾憲造,,1963/5/3,,長崎県大村市,A,162cm,共通語,東京都立桜町高等学校卒業,ビートたけし,,1982/1/1,,栗林知美,,,,,
1940,88,松尾みりあ,,,,,,,,,,,スクールJCA16期,2008/1/1,2014/11/30,,,,http://www.pjinriki.com/pc/talent/warsteldum/,,
1941,88,松尾美梨亜,,,,,,,,,,,スクールJCA16期,2008/1/1,2014/11/30,,,,http://www.pjinriki.com/pc/talent/warsteldum/,,
1942,104,松尾陽介,,,,,,,,,,,NSC名古屋校5期,1999/1/1,2021/3/31,,,,https://www.watanabepro.co.jp/mypage/4000004/,,
1943,128,松丘慎吾,,,1970/2/19,,京都府綴喜郡八幡町 （現・八幡市）,O型,170cm,,,,,1994/1/1,,赤プル（2011年）,,,http://gree.jp/matsuoka_shingo/,,
1944,125,マッキー ,松田 真紀子,,,,長崎県,A型,158cm,,,,,,,,,,https://web.archive.org/web/20071018062518/http://asaikikaku.co.jp/profile/makkii/,,
1945,78,マックン,吉田 眞（よしだ まこと）,,1973/3/26,,群馬県富岡市,AB型,176cm,共通語,群馬県立吉井高等学校,,,1997/1/1,,既婚,,,http://www.havmercy.co.jp/pm/news.html,,
1946,96,松下敏宏,升野 英知（ますの ひでとも）,バカリ、ヒデ、升野さん,1975/11/28,,福岡県田川市,A型,165cm,共通語 筑豊弁,日本映画学校,,日本映画学校俳優科,1995/1/1,,夢眠ねむ（2019年）,,,https://www.maseki.co.jp/talent/bakarhythm,https://www.youtube.com/channel/UCzOHCa6FxSeO4wWUL6smLw,
1947,108,松下宣夫,,,,,,,,,,,NSC東京校15期,2010/8/1,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3254,,
1948,999,松嶋尚美,,オセロの白い方、ナホミちゃん、ホワイテよゆ　わィー(ネプチューンのみ),1971/12/2,,大阪府東大阪市,A型,160.5cm,大阪弁,大阪樟蔭女子大学短期大学部,,松竹芸能タレント養成所,1993/1/1,,ヒサダトシヒロ,松嶋晃（従兄）,,,,
1949,146,松田正,,,,,,,,,,,よしもと沖縄エンターテイメントカレッジ1期,2006/1/1,,,,,,,
