id,事務所id,名前,人数,性別,別名,active,activeend,師匠,旧コンビ名,ネタ製作者,出会い,由来,公式サイト,YouTube,tiktok
1389,108,ガンバレルーヤ,2,22,,2012/1/1 0:00,,,,両者,同じマンション,,https://profile.yoshimoto.co.jp/talent/detail?id=6424,,
1390,95,危険物てぃらてぃら,2,22,,2015/1/1 0:00,,,きゃるんきゃるん（早川） きのこ?ん（ちなてい） ジョセイクラス（ちなてい） （※いずれも解散）,,,,http://com.horipro.co.jp/talent/%E5%8D%B1%E9%99%BA%E7%89%A9%E3%81%A6%E3%81%83%E3%82%89%E3%81%A6%E3%81%83%E3%82%89/,,
1391,104,キッチン!,2,22,,1998/1/1 0:00,2011/4/15 0:00,,うめさんドラさん ウメドラ,,,,http://www.watanabepro.co.jp/mypage/artist/kitchen.html,,
1392,147,キッチンパーク,2,22,,2002/5/1 0:00,2020/1/1 0:00,,キッチン,,,,https://www.neet-project.com/profile/kitchin/,,
1393,85,奇天烈オムレツ,2,22,,2015/1/1 0:00,2020/1/1 0:00,,,,松竹芸能タレントスクール,,https://www.shochikugeino.co.jp/talents/hatsuzawachinako/,,
1394,94,金魚ばち,2,22,,,2007/7/31 0:00,,,,舞台芸術学院,,,,
1395,94,クルクルキューティクル,2,22,,2004/1/1 0:00,2008/1/1 0:00,,,,サイト上での「相方募集」の書き込みから,,https://web.archive.org/web/20050804002449/http://www.geocities.jp/kurukurucuticle/,,
1396,108,クルミ・ミルク,2,22,,,,桂三枝,,,,,,,
1397,62,クレイジードールズ,2,22,,2006/1/1 0:00,,,,,,,http://www.t-force1.com/profile/crazy_dolls/index.html,,
1398,128,クロヤギ,2,22,,2006/1/1 0:00,,,,,専門学校東京アナウンス学院,,https://www.ohtapro.co.jp/talent/kuroyagi.html,,
1399,95,クワバタオハラ,2,22,,2000/1/1 0:00,,,エーミーズ（くわばた） あんこもち（小原）,,ホリプロコム,,http://com.horipro.co.jp/talent/kuwabataohara/,,
1400,146,KBBY,2,22,,2007/1/1 0:00,2012/11/30 0:00,綾小路公麿,,山﨑恵,,,https://web.archive.org/web/20080407202144/http://kbby-yamazaki.laff.jp/,,
1401,128,こじらせハスキー,2,22,,2014/1/1 0:00,,,,,,,https://www.ohtapro.co.jp/talent/kojirasehusky.html,,
1402,147,宇宙兄弟 ,2,22,,2000/1/1 0:00,2003/1/1 0:00,,,,,,http://neet-project.com/profile/cosmo/main.html,,
1403,94,胡喋蘭,2,22,,1998/1/1 0:00,,,,,,,https://ameblo.jp/sienne03,,
1404,128,このみ,2,22,,2005/1/1 0:00,,,,コンビで作成,,,https://www.ohtapro.co.jp/talent/konomi.html,,
1405,128,コブラナッツ,2,22,,2007/7/1 0:00,2011/8/1 0:00,,,関谷友美,,,,,
1406,68,コロンブス,2,22,,,2005/1/1 0:00,,,,,,,,
1407,53,根菜キャバレー,2,22,,2018/1/1 0:00,,,あめんぼ（天野） ぴーかぶー（天野） ヒルトヨル（天野） （※いずれも解散）,天野舞,,,https://www.sunmusic-gp.co.jp/talent/konsai_cabaret/,,
1408,108,桜 ,2,22,,2007/1/1 0:00,2009/1/1 0:00,,,,NSC,,https://web.archive.org/web/20080416015511/http://sakura.laff.jp/,,
1409,999,桜川末子・松鶴家千代八,2,22,,1954/1/1 0:00,1974/10/1 0:00,,,,,,,,
1410,108,さゆみ・ひかり,2,22,,2000/7/1 0:00,,宮川大助・花子,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=291,,
1411,117,三等分,2,22,,2009/1/1 0:00,,,,,,,,,
1412,94,しーくいーん,2,22,,2012/1/1 0:00,,,,両者,,,,,
1413,117,ジェシカ ,2,22,,2004/1/1 0:00,2011/1/1 0:00,,,,NSC,,http://ameblo.jp/jessica-blog/,,
1414,125,地獄パワフル,2,22,,2018/2/1 0:00,,,,主に宇宙の子が作成,知人の紹介,,http://asaikikaku.co.jp/talent/profile/jigokupowerful/,,
1415,117,ZIPPER,2,22,,1996/1/1 0:00,2002/1/1 0:00,,,,,,,,
1416,117,2-Jan,2,22,,,,,,,,,https://www.shochikugeino.co.jp/talents/jan2,,
1417,146,上海ドール,2,22,,2003/1/1 0:00,2011/1/1 0:00,,,,,,,,
1418,65,少女ジャンプーズ,2,22,,2012/1/1 0:00,2014/1/1 0:00,,ハネリスピカ,,,,http://www.twinkle-co.co.jp/talent/syoujojanpu-zu.html,,
1419,108,少年少女 ,2,22,,2004/1/1 0:00,,,,両者,NSC,,https://web.archive.org/web/20090421054106/http://syounensyoujo.laff.jp/,,
1420,117,ジョリー惑星,2,22,,2015/1/1 0:00,2019/1/1 0:00,,WASABI → 少女ジャンプーズ（おおた） ちむちむちぇりー（⊿あべみな）,,,,https://www.shochikugeino.co.jp/talents/jollywakusei/,,
1421,104,シリフリ,2,22,,2010/1/1 0:00,2014/1/1 0:00,,劇団シリフリ,,ワタナベコメディスクール,,http://www.watanabepro.co.jp/mypage/4000028/,,
1422,85,すきっぱマーチ,2,22,,2009/1/1 0:00,,,,,,,http://blog.livedoor.jp/mtmma/,,
1423,62,すきゃんぴ,2,22,,2006/1/1 0:00,2008/1/1 0:00,,,,知人の紹介,,,,
1424,108,すごい論,2,22,,2013/1/1 0:00,2020/1/1 0:00,,,両者,NSC同期,,https://web.archive.org/web/20140704003457/http://blogs.yahoo.co.jp/okadamoe_blog,,
1425,143,すず風にゃん子・金魚,2,22,,1990/1/1 0:00,,5代目鈴々舎馬風,みどりのおばさん（1990年 - ） じゅんこと金魚（ - 1995年）,,,,,,
1426,117,すっとんきょ,2,22,,2008/1/1 0:00,2011/1/1 0:00,,,,,,,,
1427,108,スパイク,2,22,,2008/1/1 0:00,,,,両者,吉本総合芸能学院,,https://profile.yoshimoto.co.jp/talent/detail?id=3176,https://www.youtube.com/channel/UC_hiaGbzcHM6EMl6MC0cw3Q,
1428,146,スプーン,2,22,,,,,,,,,http://www.yoshimoto.co.jp/sapporo/talent/spoon.htm,,
1429,85,セーラーズ,2,22,,1981/1/1 0:00,,,ゆきやこんこん・あられやこんこん,,,,,,
1430,44,ソノヘンノ女,2,22,,2016/1/1 0:00,2020/1/1 0:00,,天然ピエロ（はっしー） 虹色ポッケ（とも）,,小学校時代の同級生,,https://grapecom.jp/talent_writer/sonohen-no-onna/,,
1431,117,ソフィア ,2,22,,1983/1/1 0:00,,,ひろみ・ゆか,,,,,,
1432,88,ターリーターキー,2,22,,2015/1/1 0:00,,,,,スクールJCAの同期,,http://www.p-jinriki.com/talent/turleyturkey/,,
1433,117,大吟嬢,2,22,,2014/1/1 0:00,,,,,,,https://www.shochikugeino.co.jp/talents/daiginjo/,,
1434,108,高僧・野々村,2,22,,1992/1/1 0:00,1999/1/1 0:00,,,,小学校からの幼馴染み,,,,
1435,999,隆の家栄竜・万竜,2,22,,1945/1/1 0:00,,,,,,,,,
1436,999,W∞アンナ,2,22,,2008/1/1 0:00,,,,,,,,,
1437,117,たべごろピーチ,2,22,,2017/1/1 0:00,,,ガールプレイヤー（星ちゃん　2014年 - 2016年、解散） 椿（だいどぅ　2015年 - 2017年、解散）,,,,https://www.shochikugeino.co.jp/talents/tabegoropeach-2/,,
1438,104,炭水化物,2,22,,2003/1/1 0:00,,,,,同じ高校の同級生,,,,
1439,95,たんぽぽ ,2,22,,2008/10/1 0:00,,,,両者,同じホリプロ所属同士,,http://com.horipro.co.jp/talent/tanpopo/,,
1440,108,TEAM BANANA,2,22,,2005/1/1 0:00,,,,山田愛実,桐生市立商業高等学校,,https://profile.yoshimoto.co.jp/talent/detail?id=3449,,
1441,33,チェリーの果実,2,22,,2004/10/1 0:00,2009/9/1 0:00,,,,小学生時代からの幼馴染み,,,,
1442,94,チェリー☆パイ,2,22,,2007/1/1 0:00,2009/1/1 0:00,,,,みほのマネージャーの紹介,,,,
1443,20,チェリブロ,2,22,,2001/1/1 0:00,2010/1/1 0:00,,,,高校の同級生,,http://ip.tosp.co.jp/i.asp?I=ayanatsucheri&P=,,
1444,144,千家松人形・お鯉,2,22,,1959/1/1 0:00,,,,,,,,,
1445,117,チキチキジョニー,2,22,,1995/1/1 0:00,,,,,大阪教育大学,,https://www.shochikugeino.co.jp/talents/chikichikijohnny,,
1446,65,中央線withyou,2,22,,2001/1/1 0:00,2011/1/1 0:00,,,,高円寺会館でのお笑いライブ （たまたま隣に座った同士）,,http://id1.fm-p.jp/8/michibata/,,
1447,123,中央線シンデレラ,2,22,,,2014/1/1 0:00,,,,,,,,
1448,101,ちょーちんあんこー,2,22,,2014/1/1 0:00,,,,,,,https://laugh-iine-pro.co.jp/talent/%e3%81%a1%e3%82%87%e3%83%bc%e3%81%a1%e3%82%93%e3%81%82%e3%82%93%e3%81%93%e3%83%bc/,,
1449,87,つーから,2,22,,2003/1/1 0:00,2009/1/1 0:00,,,,CS放送の番組での共演,,https://web.archive.org/web/20090324045441/http://www.notitle.co.jp/two_carat.htm,,
1450,104,ツヨシっ!,2,22,,2015/1/1 0:00,,,,,,,,,
1451,117,テングリ ,2,22,,2004/1/1 0:00,2007/1/1 0:00,,,,,,,,
1452,108,天才ピアニスト,2,22,,2016/1/1 0:00,,,,竹内知咲,NSC大阪校,,https://profile.yoshimoto.co.jp/talent/detail?id=6698,https://www.youtube.com/channel/UCS9TpP7vSsk3ka0muNgl05w,
1453,117,天然もろこし,2,22,,2002/1/1 0:00,,,,,放送芸術学院,,https://www.shochikugeino.co.jp/talents/tennenmorokoshi,,
1454,104,TOY ,2,22,,2012/1/1 0:00,2020/1/1 0:00,,,,東京女子体育大学ダンス部の同級生,,https://www.watanabepro.co.jp/mypage/4000051/,,
1455,104,東京ホルモン娘,2,22,,2006/1/1 0:00,2007/1/1 0:00,無し,,バービー,WCSの先輩後輩,,,,
1456,108,トゥナイト ,2,22,,1989/1/1 0:00,1999/1/1 0:00,,,両者,小学校からの同級生,,,,
1457,52,とうふ ,2,22,,2007/1/1 0:00,2008/1/1 0:00,,,,サンズエンタテインメントの同期所属同士,,,,
1458,114,時子とのぞみ,2,22,,2005/1/1 0:00,2007/1/1 0:00,,,,那須お笑い学校,,,,
1459,117,ドキドキ☆純情ガールズ,2,22,,2015/10/1 0:00,,,,,mixi,,https://www.shochikugeino.co.jp/talents/dokidoki-junjogirls/,,
1460,108,Dr.ハインリッヒ,2,22,,2004/1/1 0:00,,,,山内幸,双子の姉妹,,,,
1461,117,飛び魚 ,2,22,,2006/4/1 0:00,2015/12/1 0:00,,タバスコランナー（川堺）,,同じ事務所に所属していた同士,,,,
1462,104,どんぐりパワーズ,2,22,,2010/1/1 0:00,,,D-ハツラツ,,NSC大阪校での同期生,,https://www.watanabepro.co.jp/mypage/4000089/,,
1463,73,ニックス ,2,22,,1998/1/1 0:00,,Wエース 6代目三遊亭円楽,フラワーII（1998年 - 1999年） ニックス1/4（1999年 - 2000年）,,実の姉妹,,,,
1464,96,ニッチェ ,2,22,,2005/1/1 0:00,,,,江上 敬子,日本映画学校,,https://www.maseki.co.jp/talent/nicche,,
1465,60,日本エレキテル連合,2,22,,2008/1/1 0:00,,,日本パブリック連合,中野聡子,松竹芸能タレントスクール,,http://www.titan-net.co.jp/talent/elekitel/,,
1466,85,にぼしいわし,2,22,,2013/1/1 0:00,,,,いわし,高校の同級生,,https://niboshiiwashi.localinfo.jp/,,
1467,47,にわとりとたまご,2,22,,2002/1/1 0:00,2012/1/1 0:00,,親善大使,,高校の同級生,,http://web.archive.org/web/20120626152456/http://genshijin.com/NewFiles/niwatama.html,,
1468,108,猫塾,2,22,,2012/5/1 0:00,2019/12/1 0:00,,,,NSC,,http://www.yoshimoto.co.jp/mugendai/irodori/pc/2015/03/nekojyuku.php,,
1469,108,ねこ屋敷,2,22,,2017/8/30 0:00,,,無人党（山崎）[1],山崎 愛子,NSC大阪校,,https://profile.yoshimoto.co.jp/talent/detail?id=6743,,
1470,85,バーゲンセール ,2,22,,2013/1/1 0:00,2020/1/1 0:00,,,わさびちゃん,,,http://www.oscarpro.co.jp/#/profile/entry/102392,,
1471,128,VERSUS ,2,22,,1995/10/1 0:00,,,,,小学校,,,,
1472,19,パー&ナー,2,22,,1996/1/1 0:00,,,,,,,http://shizuoka.cool.ne.jp/sachio/,,
1473,128,ばーん,2,22,,1999/1/1 0:00,2021/1/1 0:00,2021/3/31,BURN,,幼少期,,https://www.ohtapro.co.jp/talent/burn.html,,
1474,108,ハイツ友の会,2,22,,2019/1/1 0:00,,,,,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=7144,,
1475,108,ハイヒール,2,22,,1982/1/1 0:00,,,,,吉本総合芸能学院,,https://profile.yoshimoto.co.jp/talent/detail?id=247,,
1476,21,パイレーツ (タレント),2,22,,1997/1/1 0:00,2001/1/1 0:00,,,,,,,,
1477,128,麦芽,2,22,,2005/1/1 0:00,2012/1/1 0:00,,,,,,,,
1478,95,パシンペロン,2,22,,2008/1/1 0:00,,,,,同じ事務所所属、ライブなどでの共演,,https://ameblo.jp/sienne08/,,
1479,104,はなしょー,2,22,,2012/1/1 0:00,,,,杵渕はな,ワタナベコメディスクールの同期生,,https://www.watanabepro.co.jp/mypage/4000070/,,
1480,999,花菱〆吉・花柳貞奴,2,22,,,1972/1/1 0:00,玉子家源丸（〆吉）,,,,,,,
1481,108,ぱぴゅーん,2,22,,2004/7/1 0:00,2010/2/4 0:00,,,,,,,,
1482,117,パピヨンズ,2,22,,,,桂文喬（ちよみ）,ミヤ蝶美・蝶子,,蝶々新芸スクール,,,,
1483,108,ハリセンボン ,2,22,,2003/1/1 0:00,,,,両者,NSC,,,,
1484,45,ハルカラ,2,22,,2011/1/1 0:00,,,きょうのランチ,両者,,,http://www.kdashstage.jp/profile/archives/12,,
1485,85,パルフェ ,2,22,,2009/1/1 0:00,2011/1/1 0:00,,,,ワタナベコメディスクールの同期生同士,,http://hp42.0zero.jp/831/yoiko/,,
1486,117,春やすこ・けいこ,2,22,,1976/1/1 0:00,1985/1/1 0:00,,,,松竹芸能タレント養成所（1973年）,,,,
1487,146,パン ,2,22,,2005/11/1 0:00,,,,両者,,,,,
1488,108,パンプキンズ,2,22,,2005/1/1 0:00,2013/1/1 0:00,,,,NSC,,,,
1489,88,ぴーかぶー,2,22,,2014/1/1 0:00,2016/1/1 0:00,,ピーナッツパン（田中） あめんぼ（天野）[1],,,,https://web.archive.org/web/20160115222745/http://www.p-jinriki.com/talent/peekaboo/,,
1490,88,ピーナッツパン ,2,22,,2005/1/1 0:00,2011/1/1 0:00,,,,,,http://www.p-jinriki.com/pc/talent/peanutspan/,,
1491,107,ビジーストリート,2,22,,2009/1/1 0:00,,,,,,,https://tap-1.jp/busy/,,
1492,108,非常階段 ,2,22,,1985/1/1 0:00,1996/1/1 0:00,,,,小学校,,,,
1493,59,姫くり,2,22,,2007/4/1 0:00,2013/2/1 0:00,,,,,,http://neet-project.com/profile/yuzu/,,
1494,108,ピンクダック,2,22,,1984/1/1 0:00,1993/1/1 0:00,,ミチ・レイコ,,,,,,
1495,123,ピンクの電話,2,22,,1986/1/1 0:00,,,大阪シスターズ,,,,,,
1496,53,ぷち観音,2,22,,2009/1/1 0:00,2012/1/1 0:00,,なつ☆あつこ（安藤）,,,,,,
1497,999,芙蓉愛花・松島洋子,2,22,,1964/1/1 0:00,,芙蓉軒麗花（愛花）,,,,,,,
1498,117,フライデーズ,2,22,,2014/1/1 0:00,2017/1/1 0:00,,,,ミニマムスパイス 第1回公演『メモリー』,,https://www.shochikugeino.co.jp/talents/fridays/,,
1499,96,ブラット,2,22,,2012/1/1 0:00,2015/1/1 0:00,,LA・セレ部（ゆーびーむ☆） アップターンガール（みなみ）,,先輩芸人の紹介,,,,
1500,146,フラッパー☆,2,22,,2007/1/1 0:00,2012/1/1 0:00,,,,NSCの同期生,,,,
1501,85,ぷらんくしょん,2,22,,2013/7/1 0:00,,,ロールキャンキャン（やほし、ぐっち） さくらアンタツ（ラティーン）,,ワタナベコメディスクールの同期生,,https://web.archive.org/web/20190331040545/http://www.maseki.co.jp/talent/planction,,
1502,28,ブルームフラワー,2,22,,2002/5/1 0:00,2008/8/1 0:00,,,,東京アナウンス学院お笑いタレント科,,http://blog.livedoor.jp/chi_mi_/,,
1503,33,ブルマ ,2,22,,2009/1/1 0:00,2011/1/1 0:00,,,,,,,,
1504,108,ブロッサム ,2,22,,,2006/3/1 0:00,,ピース,,高校,,,,
1505,108,紅しょうが,2,22,,2014/1/1 0:00,,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6365,,
1506,9,ベルサイユ ,2,22,,2006/1/1 0:00,,,MPガールズ、ハッピーベリー,,,,http://www.kr-e.com/newkr/verprof.html,,
1507,95,HENHEN事変,2,22,,2015/1/1 0:00,2019/4/1 0:00,,,,東京アナウンス学院,,,,
1508,85,変ホ長調 ,2,22,,2005/1/1 0:00,,,,両者,元同僚,,,,
1509,117,鳳仙花,2,22,,2004/1/1 0:00,2009/1/1 0:00,,だるまにあ（沼田）  杏（中村） 中村井,,,,,,
1510,94,法薬女子大学,2,22,,2007/3/1 0:00,,,MK研進会、エルアール30,,,,https://ameblo.jp/hoyaku-university/,,
1511,88,北陽,2,22,,1995/4/1 0:00,,,北陽/s,両者,埼玉県立久喜北陽高等学校,,http://www.p-jinriki.com/talent/hokuyo/,https://www.youtube.com/channel/UCqeLKHWp_UBYzAEWYiYiH4A,
1512,94,保健体育委員 ,2,22,,1996/4/1 0:00,,,,,高校,,,,
1513,146,ボルサリーノ,2,22,,1994/1/1 0:00,,,,,,,http://search.yoshimoto.co.jp/talent_prf/?id=516,,
1514,117,-4℃,2,22,,1992/7/1 0:00,1996/9/1 0:00,,,,,,,,
1515,141,☆まかりな☆,2,22,,,,,,,双子の姉妹,,http://office-surprise.jp/talent/makarina/,,
1516,41,魔女っこ,2,22,,2008/1/1 0:00,2013/1/1 0:00,,,,,,http://web.archive.org/web/20100121063303/http://w-current.com/cur_majokko.html,,
1517,53,まちむすめ,2,22,,2017/5/1 0:00,2019/3/1 0:00,,,,,,https://web.archive.org/web/20180227055051/http://www.sunmusic.org/profile/machimusume.html,,
1518,108,まつトミ,2,22,,2000/1/1 0:00,,,今野家なにもかにも,,,,https://profile.yoshimoto.co.jp/talent/detail?id=6180,,
1519,53,マリア ,2,22,,2009/1/1 0:00,,,,,,,https://www.sunmusic-gp.co.jp/talent/maria/,,
1520,125,マンゴスティン,2,22,,1999/1/1 0:00,2008/1/1 0:00,,,,中学時代からの同級生,,,,
1521,999,ミラマリア,2,22,,2009/1/1 0:00,,,イケメン大好きーズ,,アイドリング!!!,,http://www.horiproosaka.com/prof/miramaria/index.html,,
1522,53,めっちぇん,2,22,,2007/1/1 0:00,2010/1/1 0:00,,,赤羽奈々瀬,ライブなどでの共演,,http://pksp.jp/madchen/,,
1523,108,メメ,2,22,,2007/1/1 0:00,2011/1/1 0:00,,,,NSC,,,,
1524,94,メロディー ,2,22,,2007/1/1 0:00,2011/1/1 0:00,,マッピー,,,,http://horipro.co.jp/talent/PC057/,,
1525,108,メンバメイコボルスミ11,2,22,,1985/1/1 0:00,1988/1/1 0:00,,,,,,,,
1526,42,モエヤン,2,22,,2005/6/1 0:00,2013/12/1 0:00,,,,東京メッツ,,http://moeyan.jp/,,
1527,108,モリマン,2,22,,1994/8/1 0:00,,,,ホルスタイン・モリ夫,札幌の雑貨屋,,https://profile.yoshimoto.co.jp/talent/detail?id=309,,
1528,108,やすえ・やすよ,2,22,,1982/1/1 0:00,1984/1/1 0:00,,,,,,,,
1529,146,雪どけホッピング,2,22,,2016/1/1 0:00,2019/1/1 0:00,,,両者,NSC,,,,
1530,999,ラムズ ,2,22,,2013/8/1 0:00,,,ポップコーンパーティー（石田） ハナキン!、かけっこ（風間）,主に石田が作成し、共同で脚色・修正,東京NSC,,,,
1531,108,爛々,2,22,,2017/1/1 0:00,,,ぴーひゃら(萌々) 性格差(大国),萌々,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=6391,,
1532,104,りっち。,2,22,,2012/1/1 0:00,2015/2/1 0:00,,RICH。,,,,,,
1533,108,りんご事変,2,22,,2019/7/30 0:00,,,,齋藤真優佳,東京NSC,,,https://www.youtube.com/channel/UCquIIezZMPQ1RTJHrlWxdSg,
1534,45,連戦姉妹,2,22,,2001/1/1 0:00,2010/1/1 0:00,,連戦連笑,,,,,,
1535,88,Y&Y,2,22,,1998/1/1 0:00,2009/1/1 0:00,,ゆかとゆみFOF（1994年 - 1999年）,,「FOF」の卒業メンバー同士,,,,
1536,108,若井小づえ・みどり,2,22,,1965/1/1 0:00,1991/1/1 0:00,若井はんじ・けんじ,若井こづえ・ひとみ,,洋裁学校,,,,
1537,135,ワチュワナドゥ,2,22,,2008/1/1 0:00,,,ザ・アンモナイト,,同じホリプロ所属同士,,https://www.higashimura15.com/blank-23,,
1538,88,ワルステルダム,2,22,,2008/1/1 0:00,2014/1/1 0:00,,,,スクールJCAの同期生,,http://www.p-jinriki.com/pc/talent/warsteldum/,,
1539,108,相席スタート,2,12,,2013/1/1 0:00,,,KBBY（山﨑） ハイダイブ､ヒダリウマ （山添）,山添寛,山田ナビスコの紹介,,,https://www.youtube.com/channel/UC8PClLM0It8xXOnNtB1vzOg,
1540,146,あげは,2,12,,2009/1/1 0:00,2013/1/1 0:00,,,,,,,,
1541,143,あした順子・ひろし,2,12,,1960/1/1 0:00,,五代目柳家小さん 五代目鈴々舎馬風,南 順子・北 ひろし,,,,http://bafuitimon.com/profile.php?pid=asitajunkohirosi,,
1542,999,東喜代駒・駒千代,2,12,,1928/1/1 0:00,,,,,,,,,
1543,108,姉様キングス,2,12,,1999/1/1 0:00,,,,,,,,,
1544,999,荒川キヨシ・小唄志津子,2,12,,,,荒川芳丸（キヨシ） 小山慶司（志津子）,,,,,,,
1545,101,荒ぶる神々,2,12,,2008/1/1 0:00,,,,,劇団グループ,,https://laugh-iine-pro.co.jp/talent/%E8%8D%92%E3%81%B6%E3%82%8B%E7%A5%9E%E3%80%85/,,
1546,999,浮世亭歌楽・ミナミサザエ,2,12,,,,大和家小宝楽（歌楽） 小山慶司（ミナミ）,,,,,,,
1547,117,浮世亭三吾・美ユル,2,12,,,,,浮世亭三吾・さやかみゆる,,,,https://www.shochikugeino.co.jp/talents/sangomiyuru,,
1548,108,Everybody ,2,12,,2019/1/1 0:00,,,フランクリン（タクト） にねんよんくみ（かわなみ）L.A.F.U.（タクト）,タクトOK!!,芸人仲間からの紹介,,https://profile.yoshimoto.co.jp/talent/detail?id=7254,,
1549,108,エレガント人生,2,12,,2020/1/1 0:00,,,エレガント人生 （2020年6月まで）,両者,,,,https://www.youtube.com/channel/UCrBouOg0-MrisG69ew1Lt7g,
1550,125,おおぞらモード,2,12,,2019/1/1 0:00,,,エピソードワン、ノーガットラケット、茶壺（長山）,長山竜一郎,,,http://asaikikaku.co.jp/talent/profile/ozoramodo,,
1551,88,おとぎばなし ,2,12,,2013/1/1 0:00,,,,両者[2],スクールJCA,,http://www.p-jinriki.com/talent/otogibanashi/,,
1552,108,おとんがポックリ残されたうちら,2,12,,2014/1/1 0:00,,,OPNU,小春誠治,親子,,,,
1553,108,女と男,2,12,,2003/7/1 0:00,,,男と女,市川義一,NSCの先輩後輩,,,,
1554,146,カイドキッ,2,12,,2008/1/1 0:00,,,,,ワタナベコメディスクール8期,,,,
1555,108,蛙亭,2,12,,2011/1/1 0:00,,,,岩倉美里,NSCの同期,,https://profile.yoshimoto.co.jp/talent/detail?id=5175,https://www.youtube.com/channel/UCsR0k3fmFvNQUoOyImbJIzw,
1556,117,駆け抜けて軽トラ,2,12,,2017/1/1 0:00,,,,小野島徹,,,https://www.shochikugeino.co.jp/talents/kakenuketekeitora/,,
1557,128,カシスプリン,2,12,,2008/1/1 0:00,,,,,,,https://web.archive.org/web/20180811074821/https://www.ohtapro.co.jp/jrlive/cassisprynne/,,
1558,108,カズ&アイ,2,12,,2004/1/1 0:00,2015/1/1 0:00,,アシカ軍団（2001年 - 2004年）,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3307,,
1559,144,桂竜夫・竜子,2,12,,1950/1/1 0:00,,都上英二・東喜美江 桂枝太郎,光の家竜夫・竜子,,,,,,
1560,104,完熟フレッシュ,2,12,,2016/8/28 0:00,,,ロックンロールコメディーショー（池田57CRAZY）,池田57CRAZY,親子,,https://www.watanabepro.co.jp/mypage/4000091/,,
